comment,equipId,countAt,reset,grouping,shipNames,classNames,shipTypes,subEquipIds,subEquipCategories,subEquipIds2,subEquipCategories2,firepower,bombing,torpedo,antiair,ASW,evasion,LoS,armor,accuracy,range,lastModified,subEquipLevel,subEquipLevel2
艦偵共通,54|151|273,1,,1,,改伊勢型,軽空母|正規空母|装甲空母,,,,,0|0|0|0|1|1|1|1|1|1|2,,0,0,0,0,0|0|1|1|1|1|2|2|2|2|3,0,0,0,2021/08/05
,121,1,,,,秋月型,,,対空電探,,,,,,2,,2,,,,,2026/07/21,,
,121,*,,,秋月改二|初月改二,,,,,,,1,,,1,,1,,,,,2026/07/21,,
,121,*,,,秋月改二|初月改二,,,,対空電探,,,1,,,,,,,,1,,2026/07/21,,
,121,*,,,涼波改二補|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,,,,,,,,,,1,,1,,,,,2026/07/21,,
,121,1,,,涼波改二補|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,,,,対空電探,,,,,,2,,2,,,,,2026/07/21,,
10cm高角砲+高射装置,122|533,*,,1,時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,0|0|0|0|5|5|5|5|5|5|5,,,0|0|0|0|3|3|3|3|3|3|3,,0|0|0|0|2|2|2|2|2|2|2,,,,,2026/07/21,,
,122|533,1,,1,時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,水上電探,,,0|0|0|0|4|4|4|4|4|4|4,,,,,0|0|0|0|3|3|3|3|3|3|3,,,,,2026/07/21,,
,122|533,1,,1,時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,対空電探,,,,,,0|0|0|0|4|4|4|4|4|4|4,,0|0|0|0|3|3|3|3|3|3|3,,,,,2026/07/21,,
12.7cm単装高角砲(後期型),229,*,,,夕張改二|夕張改二特|夕張改二丁,,,,,,,1,,,1,,,,,,,2026/07/21,,
,229,1,,,夕張改二|夕張改二特|夕張改二丁,,,,水上電探,,,1,,,,,1,,,,,2026/07/21,,
,229,1,,,夕張改二|夕張改二特|夕張改二丁,,,,対空電探,,,,,,2,,2,,,,,2026/07/21,,
,229,*,,,,改陽炎型,,,,,,2,,,3,2,,,,,,2026/07/21,,
,229,1,,,,改陽炎型,,,水上電探,,,5,,,,,4,,,,,2026/07/21,,
,229,1,,,,改陽炎型,,,対空電探,,,,,,3,,2,,,,,2026/07/21,,
,229,*,,,那珂改二|鬼怒改二|由良改二,,,,,,,,,,0|0|0|0|0|0|0|2|2|2|2,,,,,,,2026/07/21,,
,229,1,,,那珂改二|鬼怒改二|由良改二,,,,水上電探,,,0|0|0|0|0|0|0|3|3|3|3,,,,,0|0|0|0|0|0|0|2|2|2|2,,,,,2026/07/21,,
,229,*,,,由良改|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,,,,0|0|0|0|0|0|0|2|2|2|2,,,,,,,2026/07/21,,
,229,*,,,時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,,,,2026/07/21,,
,229,1,,,時雨改三|吹雪改三|吹雪改三護(六式),,,,水上電探,,,0|0|0|0|0|0|0|3|3|3|3,,,,,0|0|0|0|0|0|0|2|2|2|2,,,,,2026/07/21,,
,229,*,,,由良|那珂改|鬼怒改|由良改二,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,2026/07/21,,
,229,*,,,,睦月型|神風型,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,2026/07/21,,
,229,1,,,,睦月型|神風型,,,水上電探,,,0|0|0|0|0|0|0|2|2|2|2,,,,,0|0|0|0|0|0|0|3|3|3|3,,,,,2026/07/21,,
,229,*,,,Thonburi|Thonburi改|Norge|Norge改|Eidsvold|Eidsvold改,日振型|占守型|択捉型|御蔵型|丁型海防艦|鵜来型|改鵜来型,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,2026/07/21,,
,229,1,,,Thonburi|Thonburi改|Norge|Norge改|Eidsvold|Eidsvold改,日振型|占守型|択捉型|御蔵型|丁型海防艦|鵜来型|改鵜来型,,,水上電探,,,0|0|0|0|0|0|0|1|1|1|1,,,,,0|0|0|0|0|0|0|4|4|4|4,,,,,2026/07/21,,
,229,*,,,由良|由良改|那珂|那珂改|鬼怒|鬼怒改|那珂改二|鬼怒改二|由良改二,,,,,,,0|0|0|0|0|0|0|2|2|2|2,,,,,,,,,,2026/07/21,,
瑞雲(六三四空/熟練),237|322|323|490,1,,1,能代改二,,,,,,,3,,,,,1,,,,,2026/07/21,,
,237|322|323|490,*,,1,最上改二|最上改二特|矢矧改二|矢矧改二乙,改伊勢型,,,,,,3,,,1,,2,,,,,2026/07/21,,
,237|322|323|490,*,,1,三隈改二|三隈改二特,,,,,,,2,,,1,,2,,,,,2026/07/21,,
零式水上偵察機11型乙,238|239,1,,1,最上改二|三隈改二|最上改二特|三隈改二特,,,,,,,,,1,,,1,,,,,2026/07/21,,
12.7cm連装砲D型改三,366,*,,,,島風型|夕雲型|改夕雲型,,,,,,2,,,,,1,,,,,2026/07/21,,
,366,*,,,,陽炎型|改装陽炎型|改陽炎型,,,,,,1,,,,,1,,,,,2026/07/21,,
,366,1,,,陽炎改二|不知火改二|黒潮改二|親潮改二|早潮改二|天津風改二,改陽炎型,,,,,,1,,,2,,,,,,,2026/07/21,,
,366,2,,,陽炎改二|不知火改二|黒潮改二|親潮改二|早潮改二|天津風改二,改陽炎型,,,,,,1,,,2,,,,,,,2026/07/21,,
,366,*,,,長波改二補|朝霜改二補|夕雲改二|長波改二|巻雲改二|風雲改二|沖波改二|朝霜改二|涼波改二補|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,,,,,,,1,,,,,,,,,,2026/07/21,,
,366,*,,,秋雲改二|高波改二|早霜改二|時雨改三,改夕雲型,,,,,,2,,,,,,,,,,2026/07/21,,
,366,1,,,島風改|長波改二補|朝霜改二補|夕雲改二|長波改二|巻雲改二|風雲改二|沖波改二|朝霜改二|秋雲改二|高波改二|涼波改二補|早霜改二|時雨改三|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,改夕雲型,,,,,,1,,,3,,,,,1,,2026/07/21,,
,366,1,,,島風改|長波改二補|朝霜改二補|夕雲改二|長波改二|巻雲改二|風雲改二|沖波改二|朝霜改二|秋雲改二|高波改二|涼波改二補|早霜改二|時雨改三|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,改夕雲型,,,水上電探,,,2,,4,,,2,,,2,,2026/07/21,,
,366,1,,,清霜改二丁,,,,水上電探,,,1,,-1,,,,,,,,2026/07/21,,
,366,1,,,島風改|長波改二補|朝霜改二補|夕雲改二|長波改二|巻雲改二|風雲改二|沖波改二|朝霜改二|秋雲改二|高波改二|涼波改二補|早霜改二|時雨改三|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,改夕雲型,,,対空電探,,,1,,,5,,3,,,1,,2026/07/21,,
,366,2,,,島風改|長波改二補|朝霜改二補|夕雲改二|長波改二|巻雲改二|風雲改二|沖波改二|朝霜改二|秋雲改二|高波改二|涼波改二補|早霜改二|時雨改三|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,改夕雲型,,,,,,2,,,2,,,,,,,2026/07/21,,
,366,2,,,清霜改二,,,,,,,1,,,,,,,,,,2026/07/21,,
,366,*,,,島風改|長波改二補|朝霜改二補|夕雲改二|長波改二|巻雲改二|風雲改二|沖波改二|朝霜改二|秋雲改二|高波改二|涼波改二補|早霜改二|時雨改三|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,改夕雲型,,,,,,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,2026/07/21,,
,366,*,,,島風改|長波改二補|朝霜改二補|夕雲改二|長波改二|巻雲改二|風雲改二|沖波改二|朝霜改二|秋雲改二|高波改二|涼波改二補|早霜改二|時雨改三|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,改夕雲型,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,366,*,,,島風改|長波改二補|朝霜改二補|夕雲改二|長波改二|巻雲改二|風雲改二|沖波改二|朝霜改二|秋雲改二|高波改二|涼波改二補|早霜改二|時雨改三|藤波改二|早波改二|浜波改二|玉波改二|涼波改二,改夕雲型,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,366,1,,,沖波改二|秋雲改二,,,,,,,1,,,2,,,,,,,2026/07/21,,
12.7cm連装砲D型改二,267|366,1,,1,秋雲改二|時雨改三,,,129|412,,,,2,,,2,,3,,,,,2026/07/21,,
,267|366,1,,1,秋雲改二|時雨改三,,,74,,,,3,,,,,-3,,,,,2026/07/21,,
61cm四連装(酸素)魚雷後期型,286|577,1,,1,長波改二補|夕立改二|時雨改二|霰改二|大潮改二|朝霜改二補|朝潮改二|霞改二|朝潮改二丁|江風改二|霞改二乙|満潮改二|荒潮改二|白露改二|村雨改二|夕雲改二|長波改二|巻雲改二|風雲改二|陽炎改二|不知火改二|黒潮改二|沖波改二|朝霜改二|秋雲改二|高波改二|親潮改二|涼波改二補|早潮改二|早霜改二|藤波改二|早波改二|浜波改二|玉波改二|涼波改二|吹雪改三護(六式),改白露型|改装陽炎型|改陽炎型|改夕雲型|改装白露型,,,,,,,,2,,,1,,,,,2026/07/21,,
,286|577,2,,1,長波改二補|夕立改二|時雨改二|霰改二|大潮改二|朝霜改二補|朝潮改二|霞改二|朝潮改二丁|江風改二|霞改二乙|満潮改二|荒潮改二|白露改二|村雨改二|夕雲改二|長波改二|巻雲改二|風雲改二|陽炎改二|不知火改二|黒潮改二|沖波改二|朝霜改二|秋雲改二|高波改二|親潮改二|涼波改二補|早潮改二|早霜改二|藤波改二|早波改二|浜波改二|玉波改二|涼波改二|吹雪改三護(六式),改白露型|改装陽炎型|改陽炎型|改夕雲型|改装白露型,,,,,,,,2,,,1,,,,,2026/07/21,,
,286|577,1,,1,長波改二補|夕立改二|時雨改二|霰改二|大潮改二|朝霜改二補|朝潮改二|霞改二|朝潮改二丁|江風改二|霞改二乙|満潮改二|荒潮改二|白露改二|村雨改二|夕雲改二|長波改二|巻雲改二|風雲改二|陽炎改二|不知火改二|黒潮改二|沖波改二|朝霜改二|秋雲改二|高波改二|親潮改二|涼波改二補|早潮改二|早霜改二|藤波改二|早波改二|浜波改二|玉波改二|涼波改二|吹雪改三護(六式),改白露型|改装陽炎型|改陽炎型|改夕雲型|改装白露型,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,,,2026/07/21,,
,286|577,2,,1,長波改二補|夕立改二|時雨改二|霰改二|大潮改二|朝霜改二補|朝潮改二|霞改二|朝潮改二丁|江風改二|霞改二乙|満潮改二|荒潮改二|白露改二|村雨改二|夕雲改二|長波改二|巻雲改二|風雲改二|陽炎改二|不知火改二|黒潮改二|沖波改二|朝霜改二|秋雲改二|高波改二|親潮改二|涼波改二補|早潮改二|早霜改二|藤波改二|早波改二|浜波改二|玉波改二|涼波改二|吹雪改三護(六式),改白露型|改装陽炎型|改陽炎型|改夕雲型|改装白露型,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,,,2026/07/21,,
,286|577,1,,1,陽炎改二|不知火改二|黒潮改二|秋雲改二|親潮改二|早潮改二,改装陽炎型|改陽炎型,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,,,,,,,2026/07/21,,
,286|577,2,,1,陽炎改二|不知火改二|黒潮改二|秋雲改二|親潮改二|早潮改二,改装陽炎型|改陽炎型,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,,,,,,,2026/07/21,,
,286|577,1,,1,時雨改三,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,,,,,,,2026/07/21,,
,286|577,2,,1,時雨改三,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,,,,,,,2026/07/21,,
,286|577,1,,1,竹|竹改,,,,,,,,,7,,,2,,,,,2026/07/21,,
,286|577,1,,1,竹|竹改,,,,,,,,,0|0|0|0|0|0|0|2|2|2|2,,,,,,,,2026/07/21,,
,286|577,1,,1,竹|竹改,,,,,,,,,0|0|0|0|0|0|0|0|0|0|2,,,,,,,,2026/07/21,,
,286|577,*,,1,,改阿賀野型,,,,,,,,2,,,,,,,,2026/07/21,,
,286|577,1,,1,,改阿賀野型,,,水上電探,,,,,3,,,2,,,,,2026/07/21,,
12cm単装砲改二,293,*,,,,睦月型|神風型,,,,,,2,,,1,,3,,,,,2026/07/21,,
,293,1,,,,睦月型|神風型,,,水上電探,,,2,,1,,,3,,,,,2026/07/21,,
,293,1,,,,睦月型|神風型,,174|571,,,,2,,4,,,,,,,,2026/07/21,,
,293,1,,,,睦月型|神風型,,174|571,,174|571,,1,,3,,,,,,,,2026/07/21,,
,293,*,,,,占守型|択捉型,,,,,,1,,,1,,2,,,,,2026/07/21,,
,293,1,,,,占守型|択捉型,,,水上電探,,,2,,,,1,3,,,,,2026/07/21,,
12.7cm連装砲A型改二,294,*,,,,吹雪型|綾波型|暁型,,,,,,1,,,,,,,,,,2026/07/21,,
,294,1,,,,吹雪型|綾波型|暁型,,,水上電探,,,3,,1,,,2,,,,,2026/07/21,,
,294,1,,,,吹雪型|綾波型|暁型,,13|125|285,,,,1,,3,,,,,,,,2026/07/21,,
,294,1,,,,吹雪型|綾波型|暁型,,13|125|285,,13|125|285,,1,,2,,,,,,,,2026/07/21,,
,294,1,,,,吹雪型|綾波型|暁型,,285,,,,,,1,,,,,,,,2026/07/21,,
,294,*,,,深雪改二,,,,,,,1,,,,,,,,,,2026/07/21,,
,294,2,,,深雪改二,,,,,,,2,,,,,,,,,,2026/07/21,,
,294,3,,,深雪改二,,,,,,,3,,,,,,,,,,2026/07/21,,
,294,*,,,深雪改二,,,,,,,,,,,,,,,0|0|0|0|0|0|4|4|4|4|4,,2026/07/21,,
,294,*,,,深雪改二,,,,,,,0|0|0|0|0|0|0|6|6|6|6,,,,,,,,,,2026/07/21,,
,294,*,,,深雪改二,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,294,*,,,深雪改二,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,,,,,,2026/07/21,,
,294,*,,,深雪改二,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,,,2026/07/21,,
12.7cm連装砲A型改三(戦時改修)+高射装置,295,*,,,,吹雪型|綾波型|暁型,,,,,,2,,,2,,,,,,,2026/07/21,,
,295,1,,,,吹雪型|綾波型|暁型,,,水上電探,,,3,,1,,,2,,,,,2026/07/21,,
,295,1,,,,吹雪型|綾波型|暁型,,,対空電探,,,,,,6,,,,,,,2026/07/21,,
,295,*,,,磯波改二,,,,,,,1,,,1,1,,,,,,2026/07/21,,
,295,1,,,,吹雪型|綾波型|暁型,,13|125|285,,,,1,,3,,,,,,,,2026/07/21,,
,295,1,,,,吹雪型|綾波型|暁型,,13|125|285,,13|125|285,,1,,2,,,,,,,,2026/07/21,,
,295,1,,,,吹雪型|綾波型|暁型,,285,,,,,,1,,,,,,,,2026/07/21,,
,295,*,,,深雪改二,,,,,,,2,,,,,,,,,,2026/07/21,,
,295,2,,,深雪改二,,,,,,,2,,,,,,,,,,2026/07/21,,
,295,3,,,深雪改二,,,,,,,3,,,,,,,,,,2026/07/21,,
GFCS Mk.37,307,*,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,1,,,1,,1,,,,,2026/07/21,,
,307,*,,,Fletcher Mk.II|吹雪改三護(六式),,,,,,,,,,,,1,,,2,,2026/07/21,,
5inch単装砲 Mk.30改+GFCS Mk.37,308,*,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,1,,,1,,1,,,,,2026/07/21,,
,308,*,,,,陽炎型|島風型|吹雪型|綾波型|睦月型|暁型|初春型|白露型|朝潮型|夕雲型|Z1型|秋月型|Maestrale級|神風型|Ташкент級|J級|John C.Butler級|Fletcher級|改白露型|松型|改装陽炎型|改陽炎型|改夕雲型|改装白露型|Mogador級,,,,,,1,,,,,,,,,,2026/07/21,,
,308,*,,,Thonburi|Thonburi改|Norge|Norge改|Eidsvold|Eidsvold改,日振型|占守型|択捉型|御蔵型|丁型海防艦|鵜来型|改鵜来型,,,,,,,,,1,,1,,,,,2026/07/21,,
,308,*,,,丹陽,改陽炎型,,,,,,1,,,1,,1,,,,,2026/07/21,,
,308,*,,,吹雪改三護(六式),,,,,,,2,,,2,,1,,1,1,,2026/07/21,,
,308,*,,,Fletcher Mk.II,,,,,,,1,,,1,,1,,,1,,2026/07/21,,
,308,*,,,有明|有明改|夕暮|夕暮改,,,,,,,1,,,1,,1,,,1,,2026/07/21,,
,308,*,,,*,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,0|0|0|0|1|1|1|1|1|1|1,,,,,0|0|0|0|1|1|1|1|1|1|1,,2026/07/21,,
,308,*,,,*,,,574,,,,0|0|0|0|2|2|2|2|2|2|2,,,0|0|0|0|2|2|2|2|2|2|2,,0|0|0|0|2|2|2|2|2|2|2,,,0|0|0|0|2|2|2|2|2|2|2,,2026/07/21,,
,308,*,,,*,,,456,,,,0|0|0|0|2|2|2|2|2|2|2,,,,,0|0|0|0|1|1|1|1|1|1|1,,,0|0|0|0|2|2|2|2|2|2|2,,2026/07/21,,
,308,*,,,*,,,315,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,0|0|0|0|1|1|1|1|1|1|1,,,0|0|0|0|1|1|1|1|1|1|1,,2026/07/21,,
SG レーダー(初期型),315,*,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,2,,,,,3,4,,,,2026/07/21,,
,315,*,,,,John C.Butler級|Fletcher級,,,,,,1,,,,,,,,,,2026/07/21,,
,315,1,,,,John C.Butler級|Fletcher級,,,,,,,,,,,,,,,1,2026/07/21,,
,315,1,,,丹陽|吹雪改三護(六式),改陽炎型,,,,,,2,,,,,2,3,,,1,2026/07/21,,
41cm連装砲改二,318,*,,,扶桑改二|山城改二,,,,,,,1,,,,,,,,,,2026/07/21,,
,318,*,,,伊勢改|日向改,,,,,,,2,,,2,,2,,,,,2026/07/21,,
,318,*,,,伊勢改二,,,,,,,2,,,2,,2,,,3,,2026/07/21,,
,318,1,,,伊勢改二,,,290,,,,,,,,,2,,1,,,2026/07/21,,
,318,*,,,日向改二,,,,,,,3,,,2,,2,,,3,,2026/07/21,,
,318,1,,,日向改二,,,290,,,,1,,,,,2,,1,1,,2026/07/21,,
,318,1,,,伊勢改|日向改,改伊勢型,,,対空電探,,,,,,2,,3,,,1,,2026/07/21,,
,318,1,,,伊勢改|日向改,改伊勢型,,,対空電探,290,,,,,-2,,-3,,,-1,,2026/07/21,,
,318,*,,,長門改二|陸奥改二,,,,,,,3,,,2,,1,,,2,,2026/07/21,,
,318,1,,,長門改二|陸奥改二,,,290,,,,2,,,,,2,,1,1,,2026/07/21,,
12.7cm単装高角砲改二,379|572,*,,1,Thonburi|Thonburi改|Norge|Norge改|Eidsvold|Eidsvold改,日振型|占守型|択捉型|御蔵型|丁型海防艦|鵜来型|改鵜来型,,,,,,1,,,2,,,,,,,2026/07/21,,
,379|572,*,,1,千歳|千代田|千歳改|千代田改|千歳甲|千代田甲|神威改|三隈改二特|朝日,香取型|秋津洲型|瑞穂型|C.Teste級|日進型,,,,,,1,,,1,,,,,,,2026/07/21,,
,379|572,*,,1,,睦月型|神風型,,,,,,1,,,2,,,,,,,2026/07/21,,
,379|572,*,,1,,松型,,,,,,1,,,2,,1,,,,,2026/07/21,,
,379|572,1,,1,,松型,,,,,,2,,,2,,2,,,,,2026/07/21,,
,379|572,*,,1,,夕雲型|改夕雲型,,,,,,,,,1,,1,,,,,2026/07/21,,
,379|572,*,,1,五十鈴|五十鈴改|由良|由良改|那珂|那珂改|鬼怒|鬼怒改|五十鈴改二|那珂改二|鬼怒改二|由良改二,,,,,,,2,,,,,,,,,,2026/07/21,,
,379|572,*,,1,大井|北上|大井改|北上改|大井改二|北上改二,,,,,,,2,,,2,,,,,,,2026/07/21,,
,379|572,*,,1,五十鈴|五十鈴改|由良|由良改|那珂|那珂改|鬼怒|鬼怒改|五十鈴改二|那珂改二|鬼怒改二|由良改二,夕張型,,,,,,,,,,1,,,,,,2026/07/21,,
,379|572,*,,1,,天龍型|夕張型,,,,,,1,,,,,,,,,,2026/07/21,,
,379|572,*,,1,由良改二,,,,,,,,,,4,,,,,,,2026/07/21,,
,379|572,*,,1,由良改|五十鈴改二|那珂改二|鬼怒改二,,,,,,,,,,3,,,,,,,2026/07/21,,
,379|572,*,,1,五十鈴|五十鈴改|由良|那珂|那珂改|鬼怒|鬼怒改,,,,,,,,,,2,,,,,,,2026/07/21,,
,379|572,*,,1,丹陽|時雨改三,改陽炎型,,,,,,3,,,3,,,,,,,2026/07/21,,
,379|572,*,,1,吹雪改三|吹雪改三護(六式),,,,,,,3,,,4,,,,,,,2026/07/21,,
,379|572,*,,1,丹陽|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,,,,,,,,2,3,,,,,2026/07/21,,
,379|572,*,,1,五十鈴改二|那珂改二|鬼怒改二|由良改二|涼波改二補|涼波改二,,,,,,,,,,,1,,,,,,2026/07/21,,
,379|572,*,,1,天龍改二|龍田改二|夕張改二丁,,,,,,,,,,,2,,,,,,2026/07/21,,
,379|572,*,,1,天龍改二|龍田改二|夕張改二|夕張改二丁,,,,,,,,,,2,,,,,,,2026/07/21,,
,379|572,1,,1,木曾改二|多摩改二,改装球磨型,,,,,,2,,,2,,,,,,,2026/07/21,,
,379|572,*,,1,大井改二|北上改二|那珂改二|由良改二|藤波改二|玉波改二,,,,,,,,,,,,1,,,,,2026/07/21,,
,379|572,1,,1,大井改二|北上改二|由良改二,,,,,,,,,,,,1,,,,,2026/07/21,,
,379|572,*,,1,藤波改二|玉波改二,,,,,,,1,,,,1,,,,,,2026/07/21,,
,379|572,1,,1,千歳|千代田|千歳改|千代田改|千歳甲|千代田甲|神威改|三隈改二特|朝日|Киров|Киров改,球磨型|天龍型|長良型|川内型|夕張型|阿賀野型|香取型|大淀型|秋津洲型|瑞穂型|C.Teste級|Town級|Gotland級|日進型|L.d.S.D.d.Abruzzi級|Atlanta級|Brooklyn級|De Ruyter級|Perth級|St. Louis級|改装球磨型|改阿賀野型|La Galissonnière級,,,水上電探,,,1,,,,,2,,,,,2026/07/21,,
,379|572,1,,1,Thonburi|Thonburi改|Norge|Norge改|Eidsvold|Eidsvold改,日振型|占守型|択捉型|御蔵型|丁型海防艦|鵜来型|改鵜来型,,,水上電探,,,1,,,,,4,,,,,2026/07/21,,
,379|572,1,,1,,天龍型|睦月型|夕張型|神風型,,,水上電探,,,2,,,,,3,,,,,2026/07/21,,
,379|572,1,,1,,松型,,,水上電探,,,4,,,,,3,,,2,,2026/07/21,,
,379|572,1,,1,由良改二|丹陽|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,水上電探,,,2,,,,,2,,,2,,2026/07/21,,
,379|572,1,,1,大井改二|北上改二|五十鈴改二|木曾改二|那珂改二|鬼怒改二|多摩改二,改装球磨型,,,水上電探,,,1,,,,,1,,,,,2026/07/21,,
,379|572,1,,1,丹陽|時雨改三|吹雪改三|吹雪改三護(六式),改陽炎型,,,対空電探,,,,,,3,,2,,,,,2026/07/21,,
12.7cm連装高角砲改二,380,*,,,千歳|千代田|千歳改|千代田改|千歳甲|千代田甲|神威改|三隈改二特|朝日,香取型|秋津洲型|瑞穂型|C.Teste級|日進型,,,,,,1,,,2,,,,,,,2026/07/21,,
,380,*,,,,松型,,,,,,1,,,2,,1,,,,,2026/07/21,,
,380,1,,,,松型,,,,,,2,,,2,,2,,,,,2026/07/21,,
,380,*,,,,夕雲型|改夕雲型,,,,,,,,,1,,,,,,,2026/07/21,,
,380,*,,,五十鈴|五十鈴改|由良|由良改|那珂|那珂改|鬼怒|鬼怒改|五十鈴改二|那珂改二|鬼怒改二|由良改二,,,,,,,2,,,,,,,,,,2026/07/21,,
,380,*,,,大井|北上|大井改|北上改|大井改二|北上改二,,,,,,,3,,,2,,,,,,,2026/07/21,,
,380,*,,,五十鈴|五十鈴改|由良|由良改|那珂|那珂改|鬼怒|鬼怒改|五十鈴改二|那珂改二|鬼怒改二|由良改二,夕張型,,,,,,,,,,1,,,,,,2026/07/21,,
,380,*,,,,天龍型|夕張型,,,,,,1,,,,,,,,,,2026/07/21,,
,380,*,,,由良改二,,,,,,,,,,4,,,,,,,2026/07/21,,
,380,*,,,由良改|五十鈴改二|那珂改二|鬼怒改二|藤波改二|玉波改二,,,,,,,,,,3,,,,,,,2026/07/21,,
,380,*,,,五十鈴|五十鈴改|由良|那珂|那珂改|鬼怒|鬼怒改,,,,,,,,,,2,,,,,,,2026/07/21,,
,380,*,,,丹陽,改陽炎型,,,,,,3,,,3,,,,,,,2026/07/21,,
,380,*,,,潮改二|曙改二,,,,,,,2,,,2,,,,,,,2026/07/21,,
,380,1,,,潮改二|曙改二,,,,,,,1,,,1,,2,,,,,2026/07/21,,
,380,*,,,大井改二|北上改二|藤波改二|玉波改二,,,,,,,2,,,,,,,,,,2026/07/21,,
,380,*,,,大井改二|北上改二|時雨改三|藤波改二|玉波改二|吹雪改三|吹雪改三護(六式),,,,,,,,,,,,1,,,,,2026/07/21,,
,380,1,,,大井改二|北上改二|時雨改三|藤波改二|玉波改二|吹雪改三|吹雪改三護(六式),,,,,,,,,,,,1,,,,,2026/07/21,,
,380,*,,,五十鈴改二|那珂改二|鬼怒改二|由良改二,,,,,,,,,,,1,,,,,,2026/07/21,,
,380,*,,,天龍改二|龍田改二|夕張改二丁|玉波改二,,,,,,,,,,,2,,,,,,2026/07/21,,
,380,*,,,天龍改二|龍田改二|夕張改二|夕張改二丁,,,,,,,,,,2,,,,,,,2026/07/21,,
,380,*,,,,改装球磨型,,,,,,3,,,,,,,,,,2026/07/21,,
,380,1,,,木曾改二|多摩改二,,,,,,,2,,,,,,,,,,2026/07/21,,
,380,1,,,木曾改二|多摩改二,改装球磨型,,,,,,,,,2,,,,,,,2026/07/21,,
,380,1,,,千歳|千代田|千歳改|千代田改|千歳甲|千代田甲|神威改|三隈改二特|朝日|Киров|Киров改,球磨型|天龍型|長良型|川内型|夕張型|阿賀野型|香取型|大淀型|秋津洲型|瑞穂型|C.Teste級|Town級|Gotland級|日進型|L.d.S.D.d.Abruzzi級|Atlanta級|Brooklyn級|De Ruyter級|Perth級|St. Louis級|改装球磨型|改阿賀野型|La Galissonnière級,,,水上電探,,,2,,,,,1,,,1,,2026/07/21,,
,380,1,,,千歳|千代田|千歳改|千代田改|千歳甲|千代田甲|神威改|三隈改二特|朝日|Киров|Киров改,球磨型|天龍型|長良型|川内型|夕張型|阿賀野型|香取型|大淀型|秋津洲型|瑞穂型|C.Teste級|Town級|Gotland級|日進型|L.d.S.D.d.Abruzzi級|Atlanta級|Brooklyn級|De Ruyter級|Perth級|St. Louis級|改装球磨型|改阿賀野型|La Galissonnière級,,,対空電探,,,,,,2,,1,,,,,2026/07/21,,
